Location Code,จังหวัด,เขต/อำเภอ,แขวง/ตำบล,รหัสไปรษณีย์
670703,เพชรบูรณ์,อำเภอหนองไผ่,บ้านโภชน์,67140
670704,เพชรบูรณ์,อำเภอหนองไผ่,ท่าแดง,67140
670705,เพชรบูรณ์,อำเภอหนองไผ่,เพชรละคร,67140
670706,เพชรบูรณ์,อำเภอหนองไผ่,บ่อไทย,67140
670707,เพชรบูรณ์,อำเภอหนองไผ่,ห้วยโป่ง,67220
670708,เพชรบูรณ์,อำเภอหนองไผ่,วังท่าดี,67140
670709,เพชรบูรณ์,อำเภอหนองไผ่,บัววัฒนา,67140
670710,เพชรบูรณ์,อำเภอหนองไผ่,หนองไผ่,67140
670711,เพชรบูรณ์,อำเภอหนองไผ่,วังโบสถ์,67140
670712,เพชรบูรณ์,อำเภอหนองไผ่,ยางงาม,67220
670713,เพชรบูรณ์,อำเภอหนองไผ่,ท่าด้วง,67140
670801,เพชรบูรณ์,อำเภอบึงสามพัน,ซับสมอทอด,67160
670802,เพชรบูรณ์,อำเภอบึงสามพัน,ซับไม้แดง,67160
670803,เพชรบูรณ์,อำเภอบึงสามพัน,หนองแจง,67160
670804,เพชรบูรณ์,อำเภอบึงสามพัน,กันจุ,67160
670805,เพชรบูรณ์,อำเภอบึงสามพัน,วังพิกุล,67230
670806,เพชรบูรณ์,อำเภอบึงสามพัน,พญาวัง,67160
670807,เพชรบูรณ์,อำเภอบึงสามพัน,ศรีมงคล,67160
670808,เพชรบูรณ์,อำเภอบึงสามพัน,สระแก้ว,67160
670809,เพชรบูรณ์,อำเภอบึงสามพัน,บึงสามพัน,67160
670901,เพชรบูรณ์,อำเภอน้ำหนาว,น้ำหนาว,67260
670902,เพชรบูรณ์,อำเภอน้ำหนาว,หลักด่าน,67260
670903,เพชรบูรณ์,อำเภอน้ำหนาว,วังกวาง,67260
670904,เพชรบูรณ์,อำเภอน้ำหนาว,โคกมน,67260
671001,เพชรบูรณ์,อำเภอวังโป่ง,วังโป่ง,67240
671002,เพชรบูรณ์,อำเภอวังโป่ง,ท้ายดง,67240
671003,เพชรบูรณ์,อำเภอวังโป่ง,ซับเปิบ,67240
671004,เพชรบูรณ์,อำเภอวังโป่ง,วังหิน,67240
671005,เพชรบูรณ์,อำเภอวังโป่ง,วังศาล,67240
671101,เพชรบูรณ์,อำเภอเขาค้อ,ทุ่งสมอ,67270
671102,เพชรบูรณ์,อำเภอเขาค้อ,แคมป์สน,67280
671103,เพชรบูรณ์,อำเภอเขาค้อ,เขาค้อ,67270
671104,เพชรบูรณ์,อำเภอเขาค้อ,ริมสีม่วง,67270
671105,เพชรบูรณ์,อำเภอเขาค้อ,สะเดาะพง,67270
671106,เพชรบูรณ์,อำเภอเขาค้อ,หนองแม่นา,67270
671107,เพชรบูรณ์,อำเภอเขาค้อ,เข็กน้อย,67280
700101,ราชบุรี,อำเภอเมืองราชบุรี,หน้าเมือง,70000
700102,ราชบุรี,อำเภอเมืองราชบุรี,เจดีย์หัก,70000
700103,ราชบุรี,อำเภอเมืองราชบุรี,ดอนตะโก,70000
700104,ราชบุรี,อำเภอเมืองราชบุรี,หนองกลางนา,70000
700105,ราชบุรี,อำเภอเมืองราชบุรี,ห้วยไผ่,70000
700106,ราชบุรี,อำเภอเมืองราชบุรี,คุ้งน้ำวน,70000
700107,ราชบุรี,อำเภอเมืองราชบุรี,คุ้งกระถิน,70000
700108,ราชบุรี,อำเภอเมืองราชบุรี,อ่างทอง,70000
700109,ราชบุรี,อำเภอเมืองราชบุรี,โคกหม้อ,70000
700110,ราชบุรี,อำเภอเมืองราชบุรี,สามเรือน,70000
700111,ราชบุรี,อำเภอเมืองราชบุรี,พิกุลทอง,70000
700112,ราชบุรี,อำเภอเมืองราชบุรี,น้ำพุ,70000
700113,ราชบุรี,อำเภอเมืองราชบุรี,ดอนแร่,70000
700114,ราชบุรี,อำเภอเมืองราชบุรี,หินกอง,70000
700115,ราชบุรี,อำเภอเมืองราชบุรี,เขาแร้ง,70000
700116,ราชบุรี,อำเภอเมืองราชบุรี,เกาะพลับพลา,70000
700117,ราชบุรี,อำเภอเมืองราชบุรี,หลุมดิน,70000
700118,ราชบุรี,อำเภอเมืองราชบุรี,บางป่า,70000
700119,ราชบุรี,อำเภอเมืองราชบุรี,พงสวาย,70000
700120,ราชบุรี,อำเภอเมืองราชบุรี,คูบัว,70000
700121,ราชบุรี,อำเภอเมืองราชบุรี,ท่าราบ,70000
700122,ราชบุรี,อำเภอเมืองราชบุรี,บ้านไร่,70000
700201,ราชบุรี,อำเภอจอมบึง,จอมบึง,70150
700202,ราชบุรี,อำเภอจอมบึง,ปากช่อง,70150
700203,ราชบุรี,อำเภอจอมบึง,เบิกไพร,70150
700204,ราชบุรี,อำเภอจอมบึง,ด่านทับตะโก,70150
700205,ราชบุรี,อำเภอจอมบึง,แก้มอ้น,70150
700206,ราชบุรี,อำเภอจอมบึง,รางบัว,70150
700301,ราชบุรี,อำเภอสวนผึ้ง,สวนผึ้ง,70180
700302,ราชบุรี,อำเภอสวนผึ้ง,ป่าหวาย,70180
700304,ราชบุรี,อำเภอสวนผึ้ง,ท่าเคย,70180
700307,ราชบุรี,อำเภอสวนผึ้ง,ตะนาวศรี,70180
700401,ราชบุรี,อำเภอดำเนินสะดวก,ดำเนินสะดวก,70130
700402,ราชบุรี,อำเภอดำเนินสะดวก,ประสาทสิทธิ์,70210
700403,ราชบุรี,อำเภอดำเนินสะดวก,ศรีสุราษฎร์,70130
700404,ราชบุรี,อำเภอดำเนินสะดวก,ตาหลวง,70130
700405,ราชบุรี,อำเภอดำเนินสะดวก,ดอนกรวย,70130
700406,ราชบุรี,อำเภอดำเนินสะดวก,ดอนคลัง,70130
700407,ราชบุรี,อำเภอดำเนินสะดวก,บัวงาม,70210
700408,ราชบุรี,อำเภอดำเนินสะดวก,บ้านไร่,70130
700409,ราชบุรี,อำเภอดำเนินสะดวก,แพงพวย,70130
700410,ราชบุรี,อำเภอดำเนินสะดวก,สี่หมื่น,70130
700411,ราชบุรี,อำเภอดำเนินสะดวก,ท่านัด,70130
700412,ราชบุรี,อำเภอดำเนินสะดวก,ขุนพิทักษ์,70130
700413,ราชบุรี,อำเภอดำเนินสะดวก,ดอนไผ่,70130
700501,ราชบุรี,อำเภอบ้านโป่ง,บ้านโป่ง,70110
700502,ราชบุรี,อำเภอบ้านโป่ง,ท่าผา,70110
700503,ราชบุรี,อำเภอบ้านโป่ง,กรับใหญ่,70190
700504,ราชบุรี,อำเภอบ้านโป่ง,ปากแรต,70110
700505,ราชบุรี,อำเภอบ้านโป่ง,หนองกบ,70110
700506,ราชบุรี,อำเภอบ้านโป่ง,หนองอ้อ,70110
700507,ราชบุรี,อำเภอบ้านโป่ง,ดอนกระเบื้อง,70110
700508,ราชบุรี,อำเภอบ้านโป่ง,สวนกล้วย,70110
700509,ราชบุรี,อำเภอบ้านโป่ง,นครชุมน์,70110
700510,ราชบุรี,อำเภอบ้านโป่ง,บ้านม่วง,70110
700511,ราชบุรี,อำเภอบ้านโป่ง,คุ้งพยอม,70110
700512,ราชบุรี,อำเภอบ้านโป่ง,หนองปลาหมอ,70110
700513,ราชบุรี,อำเภอบ้านโป่ง,เขาขลุง,70110
700514,ราชบุรี,อำเภอบ้านโป่ง,เบิกไพร,70110
700515,ราชบุรี,อำเภอบ้านโป่ง,ลาดบัวขาว,70110
700601,ราชบุรี,อำเภอบางแพ,บางแพ,70160
700602,ราชบุรี,อำเภอบางแพ,วังเย็น,70160
700603,ราชบุรี,อำเภอบางแพ,หัวโพ,70160
700604,ราชบุรี,อำเภอบางแพ,วัดแก้ว,70160
700605,ราชบุรี,อำเภอบางแพ,ดอนใหญ่,70160
700606,ราชบุรี,อำเภอบางแพ,ดอนคา,70160
700607,ราชบุรี,อำเภอบางแพ,โพหัก,70160
700701,ราชบุรี,อำเภอโพธาราม,โพธาราม,70120
700702,ราชบุรี,อำเภอโพธาราม,ดอนกระเบื้อง,70120
700703,ราชบุรี,อำเภอโพธาราม,หนองโพ,70120
700704,ราชบุรี,อำเภอโพธาราม,บ้านเลือก,70120
700705,ราชบุรี,อำเภอโพธาราม,คลองตาคต,70120
700706,ราชบุรี,อำเภอโพธาราม,บ้านฆ้อง,70120
700707,ราชบุรี,อำเภอโพธาราม,บ้านสิงห์,70120
700708,ราชบุรี,อำเภอโพธาราม,ดอนทราย,70120
700709,ราชบุรี,อำเภอโพธาราม,เจ็ดเสมียน,70120
700710,ราชบุรี,อำเภอโพธาราม,คลองข่อย,70120
700711,ราชบุรี,อำเภอโพธาราม,ชำแระ,70120
700712,ราชบุรี,อำเภอโพธาราม,สร้อยฟ้า,70120
700713,ราชบุรี,อำเภอโพธาราม,ท่าชุมพล,70120
700714,ราชบุรี,อำเภอโพธาราม,บางโตนด,70120
700715,ราชบุรี,อำเภอโพธาราม,เตาปูน,70120
700716,ราชบุรี,อำเภอโพธาราม,นางแก้ว,70120
700717,ราชบุรี,อำเภอโพธาราม,ธรรมเสน,70120
700718,ราชบุรี,อำเภอโพธาราม,เขาชะงุ้ม,70120
700719,ราชบุรี,อำเภอโพธาราม,หนองกวาง,70120
700801,ราชบุรี,อำเภอปากท่อ,ทุ่งหลวง,70140
700802,ราชบุรี,อำเภอปากท่อ,วังมะนาว,70140
700803,ราชบุรี,อำเภอปากท่อ,ดอนทราย,70140
700804,ราชบุรี,อำเภอปากท่อ,หนองกระทุ่ม,70140
700805,ราชบุรี,อำเภอปากท่อ,ปากท่อ,70140
700806,ราชบุรี,อำเภอปากท่อ,ป่าไก่,70140
700807,ราชบุรี,อำเภอปากท่อ,วัดยางงาม,70140
700808,ราชบุรี,อำเภอปากท่อ,อ่างหิน,70140
700809,ราชบุรี,อำเภอปากท่อ,บ่อกระดาน,70140
700810,ราชบุรี,อำเภอปากท่อ,ยางหัก,70140
700811,ราชบุรี,อำเภอปากท่อ,วันดาว,70140
700812,ราชบุรี,อำเภอปากท่อ,ห้วยยางโทน,70140
700901,ราชบุรี,อำเภอวัดเพลง,เกาะศาลพระ,70170
700902,ราชบุรี,อำเภอวัดเพลง,จอมประทัด,70170
700903,ราชบุรี,อำเภอวัดเพลง,วัดเพลง,70170
701001,ราชบุรี,อำเภอบ้านคา,บ้านคา,70180
701002,ราชบุรี,อำเภอบ้านคา,บ้านบึง,70180
701003,ราชบุรี,อำเภอบ้านคา,หนองพันจันทร์,70180
710101,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,บ้านเหนือ,71000
710102,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,บ้านใต้,71000
710103,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,ปากแพรก,71000
710104,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,ท่ามะขาม,71000
710105,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,แก่งเสี้ยน,71000
710106,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,หนองบัว,71190
710107,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,ลาดหญ้า,71190
710108,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,วังด้ง,71190
710109,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,ช่องสะเดา,71190
710110,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,หนองหญ้า,71000
710111,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,เกาะสำโรง,71000
710113,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,บ้านเก่า,71000
710116,กาญจนบุรี,อำเภอเมืองกาญจนบุรี,วังเย็น,71000
710201,กาญจนบุรี,อำเภอไทรโยค,ลุ่มสุ่ม,71150
710202,กาญจนบุรี,อำเภอไทรโยค,ท่าเสา,71150
710203,กาญจนบุรี,อำเภอไทรโยค,สิงห์,71150
710204,กาญจนบุรี,อำเภอไทรโยค,ไทรโยค,71150
710205,กาญจนบุรี,อำเภอไทรโยค,วังกระแจะ,71150
710206,กาญจนบุรี,อำเภอไทรโยค,ศรีมงคล,71150
710207,กาญจนบุรี,อำเภอไทรโยค,บ้องตี้,71150
710301,กาญจนบุรี,อำเภอบ่อพลอย,บ่อพลอย,71160
710302,กาญจนบุรี,อำเภอบ่อพลอย,หนองกุ่ม,71160
710303,กาญจนบุรี,อำเภอบ่อพลอย,หนองรี,71220
710305,กาญจนบุรี,อำเภอบ่อพลอย,หลุมรัง,71160
710308,กาญจนบุรี,อำเภอบ่อพลอย,ช่องด่าน,71160
710309,กาญจนบุรี,อำเภอบ่อพลอย,หนองกร่าง,71220
710401,กาญจนบุรี,อำเภอศรีสวัสดิ์,นาสวน,71250
710402,กาญจนบุรี,อำเภอศรีสวัสดิ์,ด่านแม่แฉลบ,71250
710403,กาญจนบุรี,อำเภอศรีสวัสดิ์,หนองเป็ด,71250
710404,กาญจนบุรี,อำเภอศรีสวัสดิ์,ท่ากระดาน,71250
710405,กาญจนบุรี,อำเภอศรีสวัสดิ์,เขาโจด,71220
710406,กาญจนบุรี,อำเภอศรีสวัสดิ์,แม่กระบุง,71250
710501,กาญจนบุรี,อำเภอท่ามะกา,พงตึก,71120
710502,กาญจนบุรี,อำเภอท่ามะกา,ยางม่วง,71120
710503,กาญจนบุรี,อำเภอท่ามะกา,ดอนชะเอม,71130
710504,กาญจนบุรี,อำเภอท่ามะกา,ท่าไม้,71120
710505,กาญจนบุรี,อำเภอท่ามะกา,ตะคร้ำเอน,71130
710506,กาญจนบุรี,อำเภอท่ามะกา,ท่ามะกา,71120
710507,กาญจนบุรี,อำเภอท่ามะกา,ท่าเรือ,71130
710508,กาญจนบุรี,อำเภอท่ามะกา,โคกตะบอง,71120
710509,กาญจนบุรี,อำเภอท่ามะกา,ดอนขมิ้น,71120
710510,กาญจนบุรี,อำเภอท่ามะกา,อุโลกสี่หมื่น,71130
710511,กาญจนบุรี,อำเภอท่ามะกา,เขาสามสิบหาบ,71120
710512,กาญจนบุรี,อำเภอท่ามะกา,พระแท่น,71130
710513,กาญจนบุรี,อำเภอท่ามะกา,หวายเหนียว,71120
710514,กาญจนบุรี,อำเภอท่ามะกา,แสนตอ,71130
710515,กาญจนบุรี,อำเภอท่ามะกา,สนามแย้,70190
710516,กาญจนบุรี,อำเภอท่ามะกา,ท่าเสา,71120
710517,กาญจนบุรี,อำเภอท่ามะกา,หนองลาน,71130
710601,กาญจนบุรี,อำเภอท่าม่วง,ท่าม่วง,71110
710602,กาญจนบุรี,อำเภอท่าม่วง,วังขนาย,71110
710603,กาญจนบุรี,อำเภอท่าม่วง,วังศาลา,71110
710604,กาญจนบุรี,อำเภอท่าม่วง,ท่าล้อ,71110
710605,กาญจนบุรี,อำเภอท่าม่วง,หนองขาว,71110
710606,กาญจนบุรี,อำเภอท่าม่วง,ทุ่งทอง,71110
710607,กาญจนบุรี,อำเภอท่าม่วง,เขาน้อย,71110
710608,กาญจนบุรี,อำเภอท่าม่วง,ม่วงชุม,71110
710609,กาญจนบุรี,อำเภอท่าม่วง,บ้านใหม่,71110
710610,กาญจนบุรี,อำเภอท่าม่วง,พังตรุ,71110
710611,กาญจนบุรี,อำเภอท่าม่วง,ท่าตะคร้อ,71130
710612,กาญจนบุรี,อำเภอท่าม่วง,รางสาลี่,71110
710613,กาญจนบุรี,อำเภอท่าม่วง,หนองตากยา,71110
710701,กาญจนบุรี,อำเภอทองผาภูมิ,ท่าขนุน,71180
710702,กาญจนบุรี,อำเภอทองผาภูมิ,ปิล๊อก,71180
710703,กาญจนบุรี,อำเภอทองผาภูมิ,หินดาด,71180
710704,กาญจนบุรี,อำเภอทองผาภูมิ,ลิ่นถิ่น,71180
710705,กาญจนบุรี,อำเภอทองผาภูมิ,ชะแล,71180
710706,กาญจนบุรี,อำเภอทองผาภูมิ,ห้วยเขย่ง,71180
710707,กาญจนบุรี,อำเภอทองผาภูมิ,สหกรณ์นิคม,71180
710801,กาญจนบุรี,อำเภอสังขละบุรี,หนองลู,71240
710802,กาญจนบุรี,อำเภอสังขละบุรี,ปรังเผล,71240
710803,กาญจนบุรี,อำเภอสังขละบุรี,ไล่โว่,71240
710901,กาญจนบุรี,อำเภอพนมทวน,พนมทวน,71140
710902,กาญจนบุรี,อำเภอพนมทวน,หนองโรง,71140
710903,กาญจนบุรี,อำเภอพนมทวน,ทุ่งสมอ,71140
710904,กาญจนบุรี,อำเภอพนมทวน,ดอนเจดีย์,71140
710905,กาญจนบุรี,อำเภอพนมทวน,พังตรุ,71140
710906,กาญจนบุรี,อำเภอพนมทวน,รางหวาย,71170
710911,กาญจนบุรี,อำเภอพนมทวน,หนองสาหร่าย,71140
710912,กาญจนบุรี,อำเภอพนมทวน,ดอนตาเพชร,71140
711001,กาญจนบุรี,อำเภอเลาขวัญ,เลาขวัญ,71210
711002,กาญจนบุรี,อำเภอเลาขวัญ,หนองโสน,71210
711003,กาญจนบุรี,อำเภอเลาขวัญ,หนองประดู่,71210
711004,กาญจนบุรี,อำเภอเลาขวัญ,หนองปลิง,71210
711005,กาญจนบุรี,อำเภอเลาขวัญ,หนองนกแก้ว,71210
711006,กาญจนบุรี,อำเภอเลาขวัญ,ทุ่งกระบ่ำ,71210
711007,กาญจนบุรี,อำเภอเลาขวัญ,หนองฝ้าย,71210
711101,กาญจนบุรี,อำเภอด่านมะขามเตี้ย,ด่านมะขามเตี้ย,71260
711102,กาญจนบุรี,อำเภอด่านมะขามเตี้ย,กลอนโด,71260
711103,กาญจนบุรี,อำเภอด่านมะขามเตี้ย,จรเข้เผือก,71260
711104,กาญจนบุรี,อำเภอด่านมะขามเตี้ย,หนองไผ่,71260
711201,กาญจนบุรี,อำเภอหนองปรือ,หนองปรือ,71220
711202,กาญจนบุรี,อำเภอหนองปรือ,หนองปลาไหล,71220
711203,กาญจนบุรี,อำเภอหนองปรือ,สมเด็จเจริญ,71220
711301,กาญจนบุรี,อำเภอห้วยกระเจา,ห้วยกระเจา,71170
711302,กาญจนบุรี,อำเภอห้วยกระเจา,วังไผ่,71170
711303,กาญจนบุรี,อำเภอห้วยกระเจา,ดอนแสลบ,71170
711304,กาญจนบุรี,อำเภอห้วยกระเจา,สระลงเรือ,71170
720101,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,ท่าพี่เลี้ยง,72000
720102,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,รั้วใหญ่,72000
720103,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,ทับตีเหล็ก,72000
720104,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,ท่าระหัด,72000
720105,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,ไผ่ขวาง,72000
720106,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,โคกโคเฒ่า,72000
720107,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,ดอนตาล,72000
720108,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,ดอนมะสังข์,72000
720109,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,พิหารแดง,72000
720110,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,ดอนกำยาน,72000
720111,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,ดอนโพธิ์ทอง,72000
720112,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,บ้านโพธิ์,72000
720113,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,สระแก้ว,72230
720114,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,ตลิ่งชัน,72230
720115,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,บางกุ้ง,72210
720116,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,ศาลาขาว,72210
720117,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,สวนแตง,72210
720118,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,สนามชัย,72000
720119,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,โพธิ์พระยา,72000
720120,สุพรรณบุรี,อำเภอเมืองสุพรรณบุรี,สนามคลี,72230
720201,สุพรรณบุรี,อำเภอเดิมบางนางบวช,เขาพระ,72120
720202,สุพรรณบุรี,อำเภอเดิมบางนางบวช,เดิมบาง,72120
720203,สุพรรณบุรี,อำเภอเดิมบางนางบวช,นางบวช,72120
720204,สุพรรณบุรี,อำเภอเดิมบางนางบวช,เขาดิน,72120
720205,สุพรรณบุรี,อำเภอเดิมบางนางบวช,ปากน้ำ,72120
720206,สุพรรณบุรี,อำเภอเดิมบางนางบวช,ทุ่งคลี,72120
720207,สุพรรณบุรี,อำเภอเดิมบางนางบวช,โคกช้าง,72120
720208,สุพรรณบุรี,อำเภอเดิมบางนางบวช,หัวเขา,72120
720209,สุพรรณบุรี,อำเภอเดิมบางนางบวช,หัวนา,72120
720210,สุพรรณบุรี,อำเภอเดิมบางนางบวช,บ่อกรุ,72120
720211,สุพรรณบุรี,อำเภอเดิมบางนางบวช,วังศรีราช,72120
720212,สุพรรณบุรี,อำเภอเดิมบางนางบวช,ป่าสะแก,72120
720213,สุพรรณบุรี,อำเภอเดิมบางนางบวช,ยางนอน,72120
720214,สุพรรณบุรี,อำเภอเดิมบางนางบวช,หนองกระทุ่ม,72120
720301,สุพรรณบุรี,อำเภอด่านช้าง,หนองมะค่าโมง,72180
720302,สุพรรณบุรี,อำเภอด่านช้าง,ด่านช้าง,72180
720303,สุพรรณบุรี,อำเภอด่านช้าง,ห้วยขมิ้น,72180
720304,สุพรรณบุรี,อำเภอด่านช้าง,องค์พระ,72180
720305,สุพรรณบุรี,อำเภอด่านช้าง,วังคัน,72180
720306,สุพรรณบุรี,อำเภอด่านช้าง,นิคมกระเสียว,72180
720307,สุพรรณบุรี,อำเภอด่านช้าง,วังยาว,72180
720401,สุพรรณบุรี,อำเภอบางปลาม้า,โคกคราม,72150
720402,สุพรรณบุรี,อำเภอบางปลาม้า,บางปลาม้า,72150
720403,สุพรรณบุรี,อำเภอบางปลาม้า,ตะค่า,72150
720404,สุพรรณบุรี,อำเภอบางปลาม้า,บางใหญ่,72150
720405,สุพรรณบุรี,อำเภอบางปลาม้า,กฤษณา,72150
720406,สุพรรณบุรี,อำเภอบางปลาม้า,สาลี,72150
720407,สุพรรณบุรี,อำเภอบางปลาม้า,ไผ่กองดิน,72150
720408,สุพรรณบุรี,อำเภอบางปลาม้า,องครักษ์,72150
720409,สุพรรณบุรี,อำเภอบางปลาม้า,จรเข้ใหญ่,72150
720410,สุพรรณบุรี,อำเภอบางปลาม้า,บ้านแหลม,72150
720411,สุพรรณบุรี,อำเภอบางปลาม้า,มะขามล้ม,72150
720412,สุพรรณบุรี,อำเภอบางปลาม้า,วังน้ำเย็น,72150
720413,สุพรรณบุรี,อำเภอบางปลาม้า,วัดโบสถ์,72150
720414,สุพรรณบุรี,อำเภอบางปลาม้า,วัดดาว,72150
720501,สุพรรณบุรี,อำเภอศรีประจันต์,ศรีประจันต์,72140
720502,สุพรรณบุรี,อำเภอศรีประจันต์,บ้านกร่าง,72140
720503,สุพรรณบุรี,อำเภอศรีประจันต์,มดแดง,72140
720504,สุพรรณบุรี,อำเภอศรีประจันต์,บางงาม,72140
720505,สุพรรณบุรี,อำเภอศรีประจันต์,ดอนปรู,72140
720506,สุพรรณบุรี,อำเภอศรีประจันต์,ปลายนา,72140
720507,สุพรรณบุรี,อำเภอศรีประจันต์,วังหว้า,72140
720508,สุพรรณบุรี,อำเภอศรีประจันต์,วังน้ำซับ,72140
720509,สุพรรณบุรี,อำเภอศรีประจันต์,วังยาง,72140
720601,สุพรรณบุรี,อำเภอดอนเจดีย์,ดอนเจดีย์,72170
720602,สุพรรณบุรี,อำเภอดอนเจดีย์,หนองสาหร่าย,72170
720603,สุพรรณบุรี,อำเภอดอนเจดีย์,ไร่รถ,72170
720604,สุพรรณบุรี,อำเภอดอนเจดีย์,สระกระโจม,72250
720605,สุพรรณบุรี,อำเภอดอนเจดีย์,ทะเลบก,72170
720701,สุพรรณบุรี,อำเภอสองพี่น้อง,สองพี่น้อง,72110
720702,สุพรรณบุรี,อำเภอสองพี่น้อง,บางเลน,72110
720703,สุพรรณบุรี,อำเภอสองพี่น้อง,บางตาเถร,72110
720704,สุพรรณบุรี,อำเภอสองพี่น้อง,บางตะเคียน,72110
720705,สุพรรณบุรี,อำเภอสองพี่น้อง,บ้านกุ่ม,72110
720706,สุพรรณบุรี,อำเภอสองพี่น้อง,หัวโพธิ์,72110
720707,สุพรรณบุรี,อำเภอสองพี่น้อง,บางพลับ,72110
720708,สุพรรณบุรี,อำเภอสองพี่น้อง,เนินพระปรางค์,72110
720709,สุพรรณบุรี,อำเภอสองพี่น้อง,บ้านช้าง,72110
720710,สุพรรณบุรี,อำเภอสองพี่น้อง,ต้นตาล,72110
720711,สุพรรณบุรี,อำเภอสองพี่น้อง,ศรีสำราญ,72110
720712,สุพรรณบุรี,อำเภอสองพี่น้อง,ทุ่งคอก,72110
720713,สุพรรณบุรี,อำเภอสองพี่น้อง,หนองบ่อ,72110
720714,สุพรรณบุรี,อำเภอสองพี่น้อง,บ่อสุพรรณ,72190
720715,สุพรรณบุรี,อำเภอสองพี่น้อง,ดอนมะนาว,72110
720801,สุพรรณบุรี,อำเภอสามชุก,ย่านยาว,72130
720802,สุพรรณบุรี,อำเภอสามชุก,วังลึก,72130
720803,สุพรรณบุรี,อำเภอสามชุก,สามชุก,72130
720804,สุพรรณบุรี,อำเภอสามชุก,หนองผักนาก,72130
720805,สุพรรณบุรี,อำเภอสามชุก,บ้านสระ,72130
720806,สุพรรณบุรี,อำเภอสามชุก,หนองสะเดา,72130
720807,สุพรรณบุรี,อำเภอสามชุก,กระเสียว,72130
720901,สุพรรณบุรี,อำเภออู่ทอง,อู่ทอง,72160
720902,สุพรรณบุรี,อำเภออู่ทอง,สระยายโสม,72220
720903,สุพรรณบุรี,อำเภออู่ทอง,จรเข้สามพัน,72160
720904,สุพรรณบุรี,อำเภออู่ทอง,บ้านดอน,72160
720905,สุพรรณบุรี,อำเภออู่ทอง,ยุ้งทะลาย,72160
720906,สุพรรณบุรี,อำเภออู่ทอง,ดอนมะเกลือ,72220
720907,สุพรรณบุรี,อำเภออู่ทอง,หนองโอ่ง,72160
720908,สุพรรณบุรี,อำเภออู่ทอง,ดอนคา,72160
720909,สุพรรณบุรี,อำเภออู่ทอง,พลับพลาไชย,72160
720910,สุพรรณบุรี,อำเภออู่ทอง,บ้านโข้ง,72160
720911,สุพรรณบุรี,อำเภออู่ทอง,เจดีย์,72160
720912,สุพรรณบุรี,อำเภออู่ทอง,สระพังลาน,72220
720913,สุพรรณบุรี,อำเภออู่ทอง,กระจัน,72160
721001,สุพรรณบุรี,อำเภอหนองหญ้าไซ,หนองหญ้าไซ,72240
721002,สุพรรณบุรี,อำเภอหนองหญ้าไซ,หนองราชวัตร,72240
721003,สุพรรณบุรี,อำเภอหนองหญ้าไซ,หนองโพธิ์,72240
721004,สุพรรณบุรี,อำเภอหนองหญ้าไซ,แจงงาม,72240
721005,สุพรรณบุรี,อำเภอหนองหญ้าไซ,หนองขาม,72240
721006,สุพรรณบุรี,อำเภอหนองหญ้าไซ,ทัพหลวง,72240
730101,นครปฐม,อำเภอเมืองนครปฐม,พระปฐมเจดีย์,73000
730102,นครปฐม,อำเภอเมืองนครปฐม,บางแขม,73000
730103,นครปฐม,อำเภอเมืองนครปฐม,พระประโทน,73000
730104,นครปฐม,อำเภอเมืองนครปฐม,ธรรมศาลา,73000
730105,นครปฐม,อำเภอเมืองนครปฐม,ตาก้อง,73000
730106,นครปฐม,อำเภอเมืองนครปฐม,มาบแค,73000
730107,นครปฐม,อำเภอเมืองนครปฐม,สนามจันทร์,73000
730108,นครปฐม,อำเภอเมืองนครปฐม,ดอนยายหอม,73000
730109,นครปฐม,อำเภอเมืองนครปฐม,ถนนขาด,73000
