id,name,inventory_line_id/location_id,inventory_line_id/product_id/id,inventory_line_id/product_uom,inventory_line_id/product_qty
,,คลังสำเร็จรูปชั้น 2,product_182501,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_182504,ห่อ,
,,คลังสำเร็จรูปชั้น 2,product_P-NP-31*43,รีม,
,,คลังสำเร็จรูปชั้น 2,product_P-WF-100G,รีม,
,,คลังสำเร็จรูปชั้น 2,product_P-WF-60G,รีม,
,,คลังสำเร็จรูปชั้น 2,product_P-WF-70G,รีม,
,,คลังสำเร็จรูปชั้น 2,product_P-WF-80G,รีม,
,,คลังสำเร็จรูปชั้น 2,product_P-PT-HM,แผ่น,19000
,,คลังสำเร็จรูปชั้น 2,product_P-PT-050,แผ่น,5350
,,คลังสำเร็จรูปชั้น 2,product_P-PT-051,แผ่น,4150
,,คลังสำเร็จรูปชั้น 2,product_P-PT-052,แผ่น,6350
,,คลังสำเร็จรูปชั้น 2,product_P-PT-053,แผ่น,4650
,,คลังสำเร็จรูปชั้น 2,product_P-PT-054,แผ่น,1850
,,คลังสำเร็จรูปชั้น 2,product_P-PT-055,แผ่น,2100
,,คลังสำเร็จรูปชั้น 2,product_P-PT-056,แผ่น,850
,,คลังสำเร็จรูปชั้น 2,product_P-PT-057,แผ่น,1050
,,คลังสำเร็จรูปชั้น 2,product_P-PT-058,แผ่น,500
,,คลังสำเร็จรูปชั้น 2,product_P-PT-059,แผ่น,5750
,,คลังสำเร็จรูปชั้น 2,product_P-PT-041,แผ่น,4900
,,คลังสำเร็จรูปชั้น 2,product_P-PT-060,แผ่น,2250
,,คลังสำเร็จรูปชั้น 2,product_P-PT-042,แผ่น,1000
,,คลังสำเร็จรูปชั้น 2,product_P-PT-043,แผ่น,5250
,,คลังสำเร็จรูปชั้น 2,product_P-PT-044,แผ่น,1000
,,คลังสำเร็จรูปชั้น 2,product_P-PT-045,แผ่น,3500
,,คลังสำเร็จรูปชั้น 2,product_P-PT-046,แผ่น,5150
,,คลังสำเร็จรูปชั้น 2,product_P-PT-047,แผ่น,1950
,,คลังสำเร็จรูปชั้น 2,product_P-PT-048,แผ่น,5200
,,คลังสำเร็จรูปชั้น 2,product_P-PT-049,แผ่น,5900
